id,trigger,conditions,script,text,options,notes,New Column,Column 09
mimikko_zeromeet_6,DialogOptionSelected,$option == mimikko_zero_5,,"""Captain, but..."" You did not wait for the crew to finish ""This is an order!""

Then you used everything you can to float toward the direction the girl fled toward. As you moved, you were perplexed by how the girl is able to move at will through space.
Finally, you saw her at the end of a broken hall way, illuminated by the nearby star, you finally saw the girl's face.

The girl is still tightenly clenching her chest with her hands, her dark hair flowing through the vaccum and glowing a rainbow glow under the star's light, and the azure light in her eyes seems even brighter than before. The pair of transparent membrane around her ears shakes as the girl blinked, generating flowing light. A stort of data band circles the girl, and a small tail moves behind her. 

""Hello?"" You instictively gave her a salute, before extending your hand to extend an invitation, can she...understand?

...The two of you just stood there for who knows how long before your tech officer contacted you again ""Captain, the crew safely returned!"" The excited voice of the tech officer sounded in your ears. ""Right, after our initial scan, that person seems to be a robot. Can you bring her back to the ship, captain? We are quite interested.""

You slowly walked towards her, after all this time, the girl doesn't seem to be as fearful of you.
",5:mimikko_zero_6:Do you want to come with me?,,,
mimikko_zeromeet_7,DialogOptionSelected,$option == mimikko_zero_6,,"You realized she can't hear you in the vaccum, you reached out your hand to invite her. Suddenly, a young voice you never heard before sounded through your comm. 

""Captain...sama?"" Her lips moved, and the band of light moved along with it, you realize she might have hacked into your comm network.

Everyone is silent. You know this is a very dangerous sign, though the girl does not seem hostile. The priority is to take her back. 

The stupid station that can't read the mood deserves to be abandoned! A violent shake brought a cable down from the ceiling, swinging directly at the girl. 
",5:mimikko_zero_7:Watch out!,,,
mimikko_zeromeet_8,DialogOptionSelected,$option == mimikko_zero_7,"AddText ""The girl gently nodded, and her small hand gently tugged your space suit""
mmAddtext ""Zero!"" 2 255 255
AddText ""She is very good at reading expressions, and is very calm, she did not lose control from your actions. Could it be her internal programming? ""
mmAddtext ""Zero is called Alpha Zero"" 2 255 255
AddText ""But even an alpha core cannot emulate such pitiful and loveable emotions.""
AddText ""You focus on the shuttle coming towards you, but you can clearly fuel Zero's gaze on you, intense like the heat of a Blue Super Giant yet gentle like the color of its cool light.""
mmAddtext ""Zero wants to go with Captain."" 2 255 255

","Some sort of test? Did she not notice? There is no time for suspicions, this is the best chance to show goodwill. You jump off the slanted ground and grabbed the falling cable aside. Thank the vaccum, thank weightlessness.

""What is your name?"" Even though this might scare her, there is no time to lose. ""This place has begin to collapse, it will soon become a ruin, do....you want to come with me?""",5:mimikko_zero_8:Get on the shuttle!,,,
mimikko_zeromeet_9,DialogOptionSelected,$option == mimikko_zero_8,"mmAddOfficer zero
$global.zeromeet = true","She has lots of mysteries about her, but we now have time.",100:defaultLeave:Leave,,,
,,,,,,,,
#爱莉安娜,OpenInteractionDialog,,,,,,,
#zig_alphaSiteAlreadyExplored,PopulateOptions,"$id == site_alpha
$ttBlackSite score:1001
$siteExplored
$global.arianameet_mission
!$global.arianameet","ShowDefaultVisual
SetShortcut defaultLeave ESCAPE","一枚位于衰减轨道上的小型卫星将下方被辐射摧残的岩石行星识别为}""阿尔法研究站""。你估计不久后它就会坠毁到星球上——最多几个星历年。

你心血来潮,调出了第一次拜访这里的记录。","0:alphaSiteExplore1:回放记录
5:mimikko_arianameet_1:创造与被造
100:defaultLeave:离开",,,
mimikko_arianameet_1,DialogOptionSelected,"$option == alphaSiteExplore1
$id == site_alpha
$ttBlackSite score:1001
$siteExplored
$global.arianameet_mission
!$global.arianameet",mmSetoptioncolor mimikko_arianameet_1 2 225 255,,5:mimikko_arianameet_1:Creating and Created,,,
mimikko_arianameet_2,DialogOptionSelected,$option == mimikko_arianameet_1,"$coreReq = 1 0 
ShowResCost alpha_core $coreReq
FireBest mimikko_arianameet_havecore_true
FireBest mimikko_arianameet_havecore_ifneed
SetStoryOption mimikko_arianameet_2 2 avoidCargoScan ui_char_spent_story_point ""是的""",Ready?,"5:mimikko_arianameet_2:Yes
100:defaultLeave:Wait",,,
mimikko_arianameet_3,mimikko_arianameet_havecore_true,$player.alpha_core >= $fuelReq,$canAfford = true,,,,,
mimikko_arianameet_4,mimikko_arianameet_havecore_ifneed,!$canAfford,SetEnabled mimikko_arianameet_2 false,,,,,
mimikko_arianameet_5,DialogOptionSelected,$option == mimikko_arianameet_2,RemoveCommodity alpha_core 1,,5:mimikko_arianameet_3:Board the shuttle,,,
mimikko_arianameet_6,DialogOptionSelected,$option == mimikko_arianameet_3,,"After you and Alpha Zero have made through preparation, the two of you arrived at the hidden unground research facility via a shuttle. 

""Captain, can you hold Zero's hand, Zero would be worried if Captain gets lost, or......getting in danger."" She looked up towards you, her hands is already on your protective environment suit, the thick padding means you cannot feel Zero's tender hand.

You give Zero a firm confirmation, and she gave a relaxed smile.
",5:mimikko_arianameet_4:Continue,,,
mimikko_arianameet_7,DialogOptionSelected,$option == mimikko_arianameet_4,,"After the door of the shuttle open, Zero begin to ran ahead of you while holding your hand. It is clear that she is very concerned about your safety in the radition storm, to the point of almost tripping on a few occasions. Yet your strong and firm hand would always catch her in your arms. ""With the Captain here, Zero feels very safe, let's hurry!"" Zero's voice is a lot more energetic compared to earlier on the ship.

After sometime navigating through the maze like corridors, the two of you have arrived before one lit up gate. The moment you approached, hidden turrets appeared from the walls, all of them locked on to You instead of Zero.

""Captain, do not be afraid, they are the guards for this building."" Zero spoke to you as she allowed the gate's sensor to scan her. It seems this building contains the secret of Zero's origin, everything about zero, being an AI that has her own emotions, an AI even more superior than Alpha Core...... While you are still lost in thought, the gate opened. You arrived at what seems to be a decontamination chamber, which seems a bit safer than outside. After a thorough decontamination procedure, you are finally able to enter this underground facility to discover everything about Zero. 
","5:mimikko_arianameet_5:Zero, would you still stay with me after meeting your creator?",,,
mimikko_arianameet_8,DialogOptionSelected,$option == mimikko_arianameet_5,,"After you broke the silent to ask this question, everything returned to silence. Zero still held your hand, but she is not looking at you, her head lowered. You realized you may have asked the question too early. Just as you are about to ask the question, Zero suddenly hugged you and cried ""Zero was abandoned by creator-sama....."" 

You see Zero's head buried in your chest, decontamination spray pooled and streamed down her cheeks like tears. Zero sobbed "".......Ze, Zero would not abandon the captain. Cap, Captain is the most important person to zero!"" At this moment, you can no longer see Zero as an AI, she is a real person, a real person with thought and feeling of her own. ""Promise, Captain, please do not abandon Zero, please?""
",5:mimikko_arianameet_6:I Promise!,,,
mimikko_arianameet_9,DialogOptionSelected,$option == mimikko_arianameet_6,,"Zero's sobbing subsided, and she sounded happy ""Pinky promise! Captain!"". Thus, during the decontamination process, your relationship with Zero took a giant leap through the ravine between you two. 

After the gate opend, Zero did not act at first ""Captain......actually, Zero isn't really sure how to face creator. Ze, Zero just want to tell creator that Zero is safe with the captain right now, and creator-sama doesn't need to be worried.""

Even abandoned, Zero still longs for her creator, and still wonders whether creator though about her safety. Perhaps, telling her creator that she is safe is her way of finally cutting her ties.

After a period of searching, the two of you failed to find a single person in the research lab. The only sounds are the footsteps of you and Zero. In the end, you reached a gate at the end of a closed corridor, on the gate is a plethora of warning symbols and a sign indicating ""Top Secret"". It is clear that the gate wants to tell everyone not to enter, but this did not stop the two of you, you quickly opened the gate.
",5:mimikko_arianameet_7:These.......are they all zero?,,,
mimikko_arianameet_10,DialogOptionSelected,$option == mimikko_arianameet_7,,"Before you is what seems to be a robotics plant, everywhere before you you are robots with apperance and costume like Zero, but all of them appear more mature and taller. These robots lay all around repair tables, hang from racks and piled up in the corners of the room. 

You begin to search the area, it seems most of these robots are lacking components, the exposed mechanical parts is in sharp contrast with the synthetic apperance. This is like a graveyard for these robots, almost none of them are in one piece. 

After a bit more searching, you found an individual thats more complete than the rest on a repair table. Upon closer examination, you see she is dressed very similar to Zero, with the similar databand, though she seems turned off. Besides her, a glowing monitor indicate this individual is named Ariana. 
",5:mimikko_arianameet_8:Tell Zero what you saw,,,
mimikko_arianameet_11,DialogOptionSelected,$option == mimikko_arianameet_8,,"You see zero are still going room to room to search for her creators, you can only explain to her that the facility is most likely abandoned, and told zero what you saw.

""The facility...abandoned?"" Zero paused a moment ""Hmm, what captain saw, those dressed like zero, zero have heard of them."" The two of you returned to the facility, zero looked at her surrounding, her hands uncontrollably reached for her chest. Perhaps a scene like this too scary for a robot like her. ""Zero has her researcher-samas talked about it, this is their new project..."" Zero's voice grew quiet, perhaps this is the reason for Zero's abandonment?

She quielty walked around the test table, carefully examining the grown up version of herself.

If you are lucky enough to see yourself in ten years, you probably can't remain calm like Zero is right now.

O, she truly is an AI with emotion.

""Ariana, used to pioneer new colony, to serve the people, and to protect them."" Zero focused on working through the controls, while telling you about Ariana. ""Captain, please connect the Alpha Core from earlier."" Zero pointed at the exposed machinery nearby and gestured you to connect the core there.

The technology here have never been revealed to the Persean Sector, but the computational power of an Alpha core is without questioning. Zero's work is as efficient as always, precise and to the point.

""This will allow Ariana to recognize captain as her master, she will protect the captain as well, and zero.......will have an older sister!"" Said Zero after she inputed what seems to be your biometric. ",5:mimikko_arianameet_9:Ask your crew to bring an Alpha Core,,,
mimikko_arianameet_12,DialogOptionSelected,$option == mimikko_arianameet_9,,"After waiting for awhile, few crewmember brought the alpha core following your signal, you promised them a raise. After a long wait, you kept Zero company as you waited for her to complete her modifications.

""Zero....Zero tried to remove Ariana's emotion limitation, but it did not seem to fully work."" After Zero finished, you also recieved a message from the technicians on the ship. ""Captain, your area will soon be covered by a even stronger radiation storm, we have done what we can to delay the storm but there is not much effect, you don't have much more time. Left with no choice, you comforted Zero and explained the situation to her.

In the end, you decided to activate Ariana first. 
",5:mimikko_arianameet_10:Activate Ariana,,,
mimikko_arianameet_13,DialogOptionSelected,$option == mimikko_arianameet_10,,"With progression at 100%, after the classical Tri-Tachyon log-in announcement, Ariana opened her eyes on the repair table. Her eye is just like Zero, glowing with azure blue light. Ariana's data band also activated, and a white object floated closer. Zero explained that little object is a support drone called ""Mint"", dedicated to assist Ariana. 

After Ariana stood up and saw you, her azure eyes suddenly glowed before returning to its original brightness. Maybe she is processing data, maybe scanning? ""Captain?"" Ariana's voice has a lot less emotion than Zero's. Suddenly, Ariana raised her arm, which transform to show hidden weapon aimed at other crews behind you, Ariana seems to believe they are hostile targets. You quickly stopped Ariana and explained that they are friends.

""Friend?"" Hmm, the captain's freind"" Ariana stoop up and scanned her surroundings, she seems to be curious about this world. At this point, Zero speaks up ""Big Sister! Big Sis Ariana!"" Ariana stopped looking around and looked at Zero ""Big Sister?"". Zero is clearly disappointed by this reaction.","5:mimikko_arianameet_11:Welcome to the crew, Ariana",,,
mimikko_arianameet_14,DialogOptionSelected,$option == mimikko_arianameet_11,"$global.arianameet = true
mmAddOfficer ariana
$global.mimikko_arianameet_flag1 = true
Call $mimikko_arianameet_ref updateStage","Ariana gazed at you with her azure eyes, those iris seems to suck you into an abyss. ""Yeah, Captain, I have much to learn. I hope the captain can help me familarize the surroundings."" 

After this, everyone hurried back on the ship.",100:defaultLeave:Leave,,,
,,,,,,,,
#琉璃,,,,,,,,
mimikko_rurymeet_1,PopulateOptions,"$market.id == volturn
$menuState == main
!$global.rurymeet","SetStoryOption mimikko_rurymeet_1 1 avoidCargoScan ui_char_spent_story_point ""Not a bad idea to join ground op for once?""
mmSetoptioncolor mimikko_rurymeet_1 2 225 255","The moment you entered port, you are bombarded with countless junk and ads message from various party, but a special message caught your eye.

Ignoring the unnecessary pleasantries and information, it seems they are asking for someone to deal with a strange whirlpool in the ocean, though the payment is modest.  ",1:mimikko_rurymeet_1:Might be a good idea to join a ground op once in awhile?,,,
mimikko_rurymeet_2,DialogOptionSelected,$option == mimikko_rurymeet_1,,"You and a few crew prepared your exploration gear and shuttled to the target location. For you, this mission is more like a vacation from the dull space travel. You joke with your crew about treasures under the ocean or what would a sea monster look like.

Soon you arrived over the whirlpool, the moment the hatch opened, you realized how small the shuttle is compared to the whirlpool. When the shuttled lowered its height further, you can clearly hear the massive sound from torrential flow of water. 

After checking various matters of note with your crew, you begin deploying a submarine modified by your engineer some distance away from the whirlpool to begin your underwater exploration.
",1:mimikko_rurymeet_2:Dive!,,,
mimikko_rurymeet_3,DialogOptionSelected,$option == mimikko_rurymeet_2,,"After a long time, the image from the Submarine Camera gradually changed from bright to dark, though the hull of the submarine can resist a few light mortar hits, you decided to turn on the sonar instead of the search light to avoid attracting the natives of this ocean.

All you can hear inside the submarine are the sonar pings and the sound of the pressure on the submarine hull. The crews are focused on monitoring various instruments, to ensure safe progression towards the centre of the whirlpool.

Just as you thought everything is normal, you suddenly feel the submarine tilted violently, followed by a sense of weightlessness. Then, a violent crash is heard and the submarine descended into chaos, you cannot keep steady and fainted from an impact to your head...",1:mimikko_rurymeet_3:Faint...,,,
mimikko_rurymeet_4,DialogOptionSelected,$option == mimikko_rurymeet_3,,You hear the sound of instrument warnings. ,1:mimikko_rurymeet_4:What in the ocean?,,,
mimikko_rurymeet_5,DialogOptionSelected,$option == mimikko_rurymeet_4,,You hear the sound of crews yelling.,1:mimikko_rurymeet_5:Get it together!,,,
mimikko_rurymeet_6,DialogOptionSelected,$option == mimikko_rurymeet_5,,You hear the sound of more banging.,1:mimikko_rurymeet_6:Faint,,,
mimikko_rurymeet_7,DialogOptionSelected,$option == mimikko_rurymeet_6,,You hear no sound.,"1:mimikko_rurymeet_7:Dammit, how can I...here...",,,
mimikko_rurymeet_8,DialogOptionSelected,$option == mimikko_rurymeet_7,,You hear the sound of a gentle woman. ,1:mimikko_rurymeet_8:You are...,,,
mimikko_rurymeet_9,DialogOptionSelected,$option == mimikko_rurymeet_8,,"Your consciousness fades in and out, all you can feel is a cold touch on your cheek, followed by a warm towel gently wiping your face. You try your best to maintain consciousness, you struggle to open your eyes, the fuzzy image becoming clear thanks to the help form stimulants injected by your bionics. 

Yet you still cannot see the face of the girl with bright blue hair, though a gill like structure beside her ear and two horns on her head confuses you. Then, the girl turned her head around and your eyes meet, her beauty so moving, and her blue eyes are like sapphires, matching the blue color scheme of this room. Her hairs are further adorned by azure decorations and she wears a strange costume in pure white, the entire scene feels like a dream-like illusion. But this is no Illusion, the girl's cheek begins to turn red as she seems very embrassed. She quickly hid her face behind her sleeves ""Ca..Captain, nice to...meet you, at your service!"" Her voice is so gentle, so shy, you can tell she is not good with communicating with others, and she went from half covering her face with her sleeves to burying her face in them. 
",1:mimikko_rurymeet_9:Continue,,,
mimikko_rurymeet_10,DialogOptionSelected,$option == mimikko_rurymeet_9,,"""Captain, Captain must be here to he...help resolve the whirlpool!"" The girl moves her sleeve from her face, her eyes and tones becoming more resolute, but still carrying a hint of shyness. This seems like something very important to her. You nodded, and she seems very happy and closed her eyes, you can here her mumble. ""Father...mother...ruri will fulfill her promise!"" 

Ruri helped you up from the bed, your bionic shows that you are mostly okay, just some scrapes and bruises. ""Cap...captain, Ruri here...pl...please, be....bear with me"" You finished checking your bionic and looked at the red faced ruri, the way she avoids your gaze sure is cute! You checked your surroundings, this place is opulent like a palace, even a rich person from Tri-Tachyon probably could not afford such intricate decorations. Though compared to these decorations, your attention quickly shifted to your crew lying on the bed nearby. You quickly checked the condition of each crew, fortunately, most of them just fainted without serious injuries. ",1:mimikko_rurymeet_10:Talk to Ruri about the whirlpool,,,
mimikko_rurymeet_11,DialogOptionSelected,$option == mimikko_rurymeet_10, ,"You quickly learned the source of the problem and begin to contact your crews back at the ship to deal with this. While waiting, you plan to ask Ruri more questions, like where you are, and about her horns and tail. ",1:mimikko_rurymeet_11:Ask Ruri where she is,,,
,,,,,,,,
mimikko_rurymeet_13,DialogOptionSelected,$option == mimikko_rurymeet_11,,"After you asked this question, Ruri gesture you to follow her. You crossed all sort of corridor and arrived outside the palace. The scene before you completely vaporized your basic understanding of physics all these years. Everywhere except the palace you were in are ruined, and in this giant space, you can clearly see the seawater being kept outside. Despite this, fishes can easily swim across this invisible barrier, and continue to swim in this breathable air. Ruri herself also begin to float, and can move freely without moving her feet, you cannot help but gasp in awe.

""Captain"" Ruri's voice interrupted your thoguht, you follow the sound of her voice and saw Ruri floating above. Ruri gaze at the ruin before her, lit up by the beautiful sunlight piercing through ocean water, these ruin seems to tell of a glory day long past. ""Ruri...Ruri hope to go with the captain. Hope that captain can he..help ruri find a new home. ",1:mimikko_rurymeet_12:Continue,,,
mimikko_rurymeet_14,DialogOptionSelected,$option == mimikko_rurymeet_12,,"""Everyone...used to treasure this ocean, but now they just destroy it. Many creature have been dying because of the pollution, even the ocean is becoming angry because of the pollution"" 

""Now there is only Ruri, Ruri....Ruri would not fail father, mother, and everyone else!"" Ruri's voice trembles, she seems resentful but powerless, and you cannot really comfort her. The only thing you can do is deal with the whirlpool destroying Ruri's home.  
",1:mimikko_rurymeet_13:Continue,,,
mimikko_rurymeet_15,DialogOptionSelected,$option == mimikko_rurymeet_13,,"The problem was quickly resolved, the unconscious crew rescued, Ruri bid a final farewell with her hope and left with you. Even as she entered space, she looked back tearfully at her homeland. Finally, Ruri returned to your flagship with you. ",1:mimikko_rurymeet_14:Go chat with ruri,,,
mimikko_rurymeet_16,DialogOptionSelected,$option == mimikko_rurymeet_14,,"After quickly dealing various matters pertaining to the underwater trip, you returned to the captain's chamber and found Ruri by the window, visibly unhappy. Perhaps it is difficult to adjust to leaving her homeland, perhaps her shy personality makes it hard to adjust to life on the ship. You recall Ruri hiding behind you and her sleeves when faced with the gaze of the crew members. Perhaps you should find a planet fitting for Ruri to live in.  
",1:mimikko_rurymeet_15:Ask about ruri's horn and tail,,,
mimikko_rurymeet_17,DialogOptionSelected,$option == mimikko_rurymeet_15,"mmAddOfficer rury
$global.rurymeet = true","""I...I am a dragon."" You are sure you heard that right, a deep water dragon from the ancient legend. What you saw today cannot be explained by science, not to mention Ruir is able to float.

You carefully examine Ruri before you, smooth dragon horn, marking on her forhead, exotic cloth, scaled tail with manes, blue jade-like foot rings, and finally the clean and tender feet. Maybe she is not wearing shoes because she doesn't need to walk, you thought to yourself. ""Ma.....Master?"" You snapped out of it and looked at Ruri, her face is beyond red, and she quickly retracted her legs and changed her posture. You realized how rude you've been.
",100:defaultLeave:Return to your post,,,
,,,,,,,,
#胡桃,,,,,,,,
mimikko_kurumimeet_1,PopulateOptions,"$market.isPlayerOwned
!$global.kurumimeet
$menuState == main","mmAddtext ""On an ordinary day, you noticed something on your desk. It is black and white card that is the size of your palm, with a white spade in the middle, and the words Joker written on it"" 233 215 203
SetStoryOption mimikko_kurumimeet_1 2 avoidCargoScan ui_char_spent_story_point ""Pick up the card and read it""
mmSetoptioncolor mimikko_kurumimeet_1 233 215 203",,10:mimikko_kurumimeet_1:Pick up the card on the table and read it,,,
mimikko_kurumimeet_2,DialogOptionSelected,$option == mimikko_kurumimeet_1,,"The moment you picked up the card, it projected the following image:

Announcement
The red string of fate points the way,
the coming of the performer under the night sky.
Let it be known,
that which I shall own -- Is your Heart!

Followed by the image you saw earlier and a signature - Phantom Thief Kurumi",10:mimikko_kurumimeet_2:Phantom Thief?,,,
mimikko_kurumimeet_3,DialogOptionSelected,$option == mimikko_kurumimeet_2,,"You immediately summoned your first officer to investigate this so called phantom thief. ""Captain, this is the thief wanted by many factions in the sector."" The first officer immediately recognized the card after a look ""This thief always leave a card like this before a job.""  

You focused on the card and tried you best to remember whether you have seen it before, your first officer added ""Don't worry, captain, I will have additional patrols set up."" 

You waved your hand and rejected his recommendation.","10:mimikko_kurumimeet_3:If she can sneak in the ship and put a card on my table, she clearly has what it takes ",,,
mimikko_kurumimeet_4,DialogOptionSelected,$option == mimikko_kurumimeet_3,,"Your first officer quieted down after hearing your words. You didn't say anything else, but you are interested in meeting this phantom thief. After all, she didn't steal anything and instead chose to leave a warning letter on the desk. You send your first officer on his way and told him to report back if he finds any unknown individuals. 

Soon, it is evening, you just finished a complex series of task on hand. You found a quiet corner in the bar to sit and begin looking for any interesting business. However, most job offers are simply asking to deliver of certain items to a location, or asking to sell domestic goods at low price. Of course, none of these jobs interest you.

Your cup is soon empty, you patted your cloths, and begin to walk towards the exit of the bar. Suddenly, you felt something was stuffed into your hand, but you turned around to look, there is only the rowdy crowd. You turn to look at what is in your hand. It was the card you saw earlier today, it was that phantom thief. The card points you to a private room within the bar. 

Quickly, you made your way to the entrance of the room. Though you have seen the figure of the phantom thief on the bounty poster, none of them captured the phantom thief's face.

You knock on the door, and after a moment, a voice spoke ""please come in.""
",10:mimikko_kurumimeet_4:Continue,,,
mimikko_kurumimeet_5,DialogOptionSelected,$option == mimikko_kurumimeet_4,,"You open the door, the long-haired, masked girl sitting on your couch must be that phantom thief. She is wearing a top hat, her costume and bejewelled staff in her hand makes her look like a real phantom thief out of a movie theatre.

You sat on the couch across from her, she's been staring at you the moment you entered the rooms, seemingly expecting something.
","10:mimikko_kurumimeet_5: You are the phantom thief they spoke of, right? Stealing from the rich to help those in need",,,
mimikko_kurumimeet_6,DialogOptionSelected,$option == mimikko_kurumimeet_5,,"""Mhm~"" She made a mischievous sound, ""Then, captain must have received my message~"" 

You nodded in reply, she nodded back and walked over to sit beside you. 

""Captain would be my last job in my phantom thief career~"" Though you cannot see her face, you can tell she is staring at you. ""Last job?"" You asked.

""You still haven't figured it out, captain?"" The girl sounds a bit disappointed, without her earlier confidence and energy.

""Captain!"" She interrupts your thought, with a sign, the girl took off her mask.

This is the first time you saw the girl's face, instead of the mask you saw on the wanted posters. You didn't expect the face behind the mask to be this young. Maybe, you are the only one who have seen the true look behind the mask of the phantom thief.",10:mimikko_kurumimeet_6:Continue,,,
mimikko_kurumimeet_7,DialogOptionSelected,$option == mimikko_kurumimeet_6,"mmAddtext ""Fell in love with you"" 233 215 203","She opened her eyes and looked toward you with her blue eyes, her face reddens a little when she noticed you staring at her.

""Ehe~"" She smiles, ""Did the captain's heart skip a beat? You been staring at Kurumi."" Just as you are about to make an excuse, you are driven back into the couch by her closing face. This is the first time you are this close to a cute and mischievous girl all these years. You can even feel her breath on your face. 

Looking at your helpless eyes, Kurumi smirks and sat back up, ""It is a bit hard to steal captain's heart~"", she leans back on the couch with her eyes closed, dragging out her words.

Based on the information on the card, stealing.... your heart, Kurumi finally showing her face before you, and that conversation earlier, even a Volturn lobster can figure out what is going on. The interstellar fugitive, savior of the poor, she who can open a tri-tachyon safe like her own fridge, the Phantom Thief Girl - Kurumi.","10:mimikko_kurumimeet_7:Actually, you've almost stolen my heart already",,,
mimikko_kurumimeet_8,DialogOptionSelected,$option == mimikko_kurumimeet_7,,"Hearing this, Kurumi sat up in disbelief, her face redder than before. ","10:mimikko_kurumimeet_8:In that case, want to join our fleet?",,,
mimikko_kurumimeet_9,DialogOptionSelected,$option == mimikko_kurumimeet_8,mmAddOfficer kurumi,"""Hm, I am really happy that the captain is taking the initiative like this."" She happily took out your ID and handed it back to you, only then did you realize she had taken your personal ID.",10:mimikko_kurumimeet_9:Give it back!,,,
mimikko_kurumimeet_10,DialogOptionSelected,$option == mimikko_kurumimeet_9,$global.kurumimeet = true,"""Then I'll be in your care, Captain!""",100:defaultLeave:Return to the bridge,,,
,,,,,,,,
#摩耶,,,,,,,,
mimikko_mayameet_1,PopulateOptions,"mmOfficertest 3 0 0
$market.isPlayerOwned
!$global.mayameet
$menuState == main","SetStoryOption mimikko_mayameet_1 1 avoidCargoScan ui_char_spent_story_point ""Checkout your tripad""
mmSetoptioncolor mimikko_mayameet_1 255 222 0",,10:mimikko_mayameet_1:Check your tripad,,,
mimikko_mayameet_2,DialogOptionSelected,$option == mimikko_mayameet_1,,"While surfing the net in your free time, you received a strange message, ""Become my follower, a deity will answer all desires!"" you ponder whether this message has anything to do with the Luddic church, but that really isn't their style. In a world dominated by science, most people don't really believe in deities anymore.

Upon returning to the crew chambers, you found many of the ship's crew talking about the deity. Clearly, the message has spread far, to prevent the formation of a radical cult like the pathers, you decided to investigate.
","10:mimikko_mayameet_2:To prevent giving yourself away, assemble a small squad for the operation",,,
mimikko_mayameet_3,DialogOptionSelected,$option == mimikko_mayameet_2,,"After a long search, you've found nothing. The only message you got are complaints from the many people held up at the front gate of the park. ""Captain, based on our investigation, most people just came to check out the so-called deity, though none of them met the deity,"" The voice in your comm sound surprised, ""but, message from that deity increased the park's visitation by several hundred folds.""

You noticed that it is getting dark, the only thing you can do is to send your squad to check out all the people detained at the other exits, and you headed to the side with the most people. 

The park is quite large, so you have a long way to go, and the star of this system has gradually disappeared off the horizon. You sighed at how busy it is to be a captain, having never gotten a closer look at this planet.

This planet is very quiet, quiet enough to hear each of your footstep. Sometimes you really do wish to stay away from the noisy city life, you thought to yourself.
",10:mimikko_mayameet_3:continue,,,
mimikko_mayameet_4,DialogOptionSelected,$option == mimikko_mayameet_3,,"A bang interrupted this silence, you realize you have accidentally kicked something over. There is still enough light in the sky for you to observe closely.

This is a stone statue, showing a ""fox"" carved by an ancient civilization on old earth - at least that's what the data base says.

Why would this be in a natural reserve? You checked your surroundings, and it is quiet as usual, and another identical statue is across from this one. Behind the statue is a plant covered path.

You are confused, but even more curious, who would place a carving like this here? You decided to check out this path, but first you made a marking on the map to avoid getting lost.
",10:mimikko_mayameet_4:continue,,,
mimikko_mayameet_5,DialogOptionSelected,$option == mimikko_mayameet_4,,"As you walked down the path, an opening appeared before you. You see more of the same statues beside the road, and the path below became paved in stone. Further in, there is a series of giant red gate-like construct, extending along the path. 

Just as you are about to continue marking your map, the map has gone offline, together with your comm. You are cut off from the outside, and when you looked around, the path you came from had disappeared as well, leaving only foliage behind you.

Left with no choice, you can only go forward. Despite your experience, a situation like this is baffling. You look up and the sky is getting darker through the dome of the park, possibility race through your mind.

Signal jammer? Impossible, your technicians located the source of the signal here, with a jammer, the initial message wouldn't have gone through.

You recall that nothing on the park map has any information of this area, if there are constructs this size, it should be marked on the map.

Could it be built by travellers? That they came all the way to build these statues to worship a deity?

""Thou~"" A sudden voice interrupted your thought, ""Art thou lost?"" The voice sounds young, but also dignified and prideful. 

You look towards the source of the sounds, under the dark sky, you can only make out glowing green eyes on top of the stairs, a humanoid shape, and some fuzzy bulge on top of where the head should be.
",10:mimikko_mayameet_5:Remain silent,,,
mimikko_mayameet_6,DialogOptionSelected,$option == mimikko_mayameet_5,,"She seems disappointed that you did not answer, so she hoped down the stairs and walked towards you ""Art thou lost?"" She asked again, but you ignored her and walked towards her.

""Art..."" When she spoke up again, you flashed her with the flashlight, this taken her by complete surprise. ""Ehh~~~!"" She screamed and frantically swung her arm in front of herself, trying to block off the light. You can get a clear look of her face through the light. 

They have a child like appearance and height, with fox-like ear over her long blond hair, and some sort of bell-like ornament. Those bells can be found on her chest and legs as well, though at different size. Her clothing doesn't seem to be modern, but more akin to the dress of some sort of religious figure, but much more beautiful and ornate than the luddic ones.

""Umu, thou art truly rude!"" Her voice sounds a bit angry, but the pride remains ""How dare thee treat a great deity like this!""
",10:mimikko_mayameet_6:So you are the so called deity?,,,
mimikko_mayameet_7,DialogOptionSelected,$option == mimikko_mayameet_6,,"""It is I,"" she answered quickly, ""mah, if thou appeared here this late, thou must be seeking to meet me"" her emotion changing as quickly as you skip ads.

You walked in front of her, she looked up to you, and you looked down at her. Despite the being a head shorter, her aura remains just as dignified, you noticed a big tail swinging back and forth behind her, and fox ears on her head.

You try to ask her some question, but she seems very confused, ""Thou are truly fortunate to have met me, would thou not ask for some blessings?"" 

After you gave your answer, she seems disappointed again.

""I am the deity of this land, though I only have a sliver of divine power, that shall be enough to give thee a bit of a blessing!"" She continues to answer your question, ""My ears and tail are real! I have been taking good care of them!""

What follows is a long introduction from the girl about how she became a deity, and how she used some unlucky bastard's lost electronic system to connect to the internet and recruit disciples.
",10:mimikko_mayameet_7:Let's play along and introduce yourself,,,
