id,type,text1,text2,text3,text4,notes
ii_station_hades,CUSTOM,"Hades is a wretched hive of illicit trade and pirate activity, protected by asteroid cover and the battles raging elsewhere in the system. Undercover representatives for the Imperium, the Tri-Tachyon Corporation, and the Hegemony are said to periodically visit to secure resource deals and hire privateers to aid in the war effort.",,"The dilapidated structure of Hades looks ready to break at any moment, seemingly held together by stubbornness alone. Countless dents and notches from decades of micro-asteroid impacts cover the station, a fact that the pirates living within willfully ignore.",,
ii_planet_arafa,CUSTOM,"Extremely large and possessing very low overall density, Arafa is a so-called ""puffy planet"". Due to its unsustainable size, Arafa constantly ejects its own atmosphere, creating a thick haze not unlike that of a nebula.",,,,
ii_planet_inferi,CUSTOM,"The tidally-locked Inferi is almost engulfed by its planet, rapidly orbiting the hot gas giant whilst one side bakes in the heat. This moon is considered to be totally uninhabitable.",,,,
ii_planet_carthage,CUSTOM,"The sand-swept terrain of Carthage hosts a marginal but viable biosphere, making it a key strategic resource in Corsica. Regular attacks by the Interstellar Imperium and Tri-Tachyon Corporation threaten the planet's stability, so High Hegemon Command has placed Carthage under permanent martial law.",,"Carthage resembles a military base more than a spaceport; year-round patrols, numerous desert training camps, and weapons manufacturing centers are clustered inside large planetary fortifications. The effects of a prolonged war-on-two-fronts are clearly visible on the terrain, which is littered with craters and debris from downed starships.",,
ii_station_carthage,CUSTOM,"A fortified Hegemony military base, Carthage Station receives regular supply shipments and reinforcements to aid in the war effort against the other factions in Corsica.",,"Affixed to the main docking center of Carthage Station is a large sign that reads ""Carthago Delenda Est"", which you're told was placed there in mockery of the Interstellar Imperium. A steady stream of warships visits the station for repairs and refit, scarred from battle elsewhere in the system.",,
ii_planet_vetus,CUSTOM,"Vetus is uncharacteristically cold, despite its proximity to the Corsica binary pair. This is due to the fact that Vetus is permanently eclipsed by Arafa, causing virtually no sunlight to hit the moon. There were, at one point, plans to move Vetus closer to Arafa in order to alter its orbit, but the Collapse put an end to that idea.",,,,
ii_planet_mortalis,CUSTOM,"This moon was probably a rogue planet that eventually got captured by Arafa. Mortalis has an extremely long and fairly eccentric orbit, making it unsuitable for development.",,,,
ii_star_corsica,CUSTOM,"A blue supergiant, Corsica bleeds off its mass extremely quickly. Most of its planets are blasted-out, barren worlds with no hope of sustaining life.",,,,
ii_star_corsica_beta,CUSTOM,"Corsica Beta orbits Corsica Alpha in a semidetached binary system, slowly drawing material away from its larger partner. This star is surrounded by an accretion disk.",,,,
ii_station_embassy,CUSTOM,"A small listening post, ostensibly purposed as a no-man's-land political installation. It is widely thought that the Imperial Embassy exists to keep tabs on the Hegemony's movements on the edge of their territory, a task that the Yma system is uniquely suited for - legal complications prevent the Hegemony from taking direct action. Even so, supply runs are rendered impossible due to the Imperial Embassy's location well beyond the front line, forcing the station to accept trade with virtually anyone.",,"The faint yellow outline of Yma's corona seeps past Huascar's silhouette, shining wisps of leaked light upon this permanently-eclipsed station. This darkness mirrors the Imperial Embassy's tenuous grasp on existence, doomed to be annihilated by the Hegemony in the indeterminate future.",,
ii_planet_nova_capitalis,CUSTOM,"Nova Capitalis, the golden capital world of the Interstellar Imperium, is an exoplanet caught around the first-order barycenter of the Ex Vis star system. Here is the center of industry and administrative headquarters of the Imperium, established impromptu after the Collapse after being recognizing as an important strategic resource at the time. These days, however, Byzantium - economic giant and military bastion - overshadows Nova Capitalis as the de-facto center of the Imperium.",,"Desired for its unusual mineral composition and suitable temperature for sustaining life, an ancient Domain-era impulse propulsion system keeps the planet in a stable orbit, never straying too far toward one of the system's four stars. For all intents and purposes, Nova Capitalis orbits Ex Vis Gate, the old installation still keeping the hostile environment around it at bay.

The surface of Nova Capitalis appears golden, largely due to the fact that the planet is extremely rich in gold and other heavy metals, including much-desired transplutonics. Glistening mountain ranges, scenic river-carved canyons, and lush oases of arable land attract tourists from across the sector - provided they are willing to brave the gauntlet of injections necessary to withstand the noxious atmosphere.",,
ii_planet_sepulchrum,CUSTOM,"Whatever this planet may have once been is now wiped away, destroyed by centuries of annual meteor showers and titanic ion storms. Sepulchrum remains nothing more than an occasional navigation hazard.",,"If there ever was civilization on this planet, all trace of it is now gone. The red soil and cratered landscape are all that exist on Sepulchrum.",,
ii_planet_pulvis,CUSTOM,"A huge desert world, Pulvis is completely uninhabitable. The only noteworthy features of this hot planet are its planetary ring and several moons.",,,,
ii_planet_labes,CUSTOM,"Labes is virtually uninhabitable, due to its oppressive atmosphere of particulate lanthanides and various microbial xenotoxins. No colonization effort was made after the Eridani-Utopia Terraforming Corporation deemed this moon to be a hopeless case.",,,,
ii_planet_saltus_divinus,CUSTOM,"This small moon was originally colonized by a now-defunct expansionist corporation, centuries ago. After the hypergates went dark, various factors led to the total collapse of civilization on this world. It was only recently that the Church of Galactic Redemption reclaimed the moon, proclaimed it a holy site, and repaired the old machines to once again harbor human life.",,"Despite Saltus Divinus' small size, its mass is only slightly lower than that of Old Earth - allowing it to retain a heavy insulating atmosphere. While this prevents the surface water from boiling, this moon is extremely hot by human standards; even on the coldest nights, the atmospheric temperature can be likened to a warm bath. Many faithful journey to live on Saltus Divinus, but few stay for long; the experience is seen as a pilgrimage. This is also one of the few Luddic worlds where industrialized machinery is permitted - the hostile environment would be lethal without modern amenities.",,
ii_planet_remotum,CUSTOM,"A worthless dead rock, whisked around the Ex Vis system in an eccentric orbit. Several craters exist where pirates attempted, and failed, to establish an operating base.",,,,
ii_station_duality,CUSTOM,"An abandoned research station, apparently intended to study the oddities of the Ex Vis star system. Situated between two of the system's stars, Duality Research Station is slowly losing orbital stability and will fall into Ex Vis Tertius within a hundred cycles.",,"Duality Research Station could easily fit ten thousand souls inside its sweltering hull. Intense heat from the nearby stars, only somewhat dampened by stellar shades, has taken its toll on station infrastructure; your navigations officer advises you that it is best not to stay for long.",,
ii_ex_vis_gate,CUSTOM,"The Domain placed this gate atop the quaternary star system's primary barycenter, forever anchored in place between the four stars. Unlike most Hypergates, stories say that the Ex Vis Gate was designed to perform an additional function: stabilizing the local intrastellar medium. Centuries of neglect after the Collapse have reportedly caused those nonstandard systems to malfunction. No doubt, the remaining volume of habitable space will someday vanish.",,,,
ii_wine,RESOURCE,"Said to match the finest vintages of Old Earth, Byzantine wine is a delicacy to be enjoyed only on the most formal occasions, or when entertaining an influential guest. A top-shelf luxury beverage.",,,,
ii_cobalt,PLANET,"This planet has a high density of cobalt, likely hiding massive veins of cobalt and other light metals buried under the surface.",,,,
ii_irradiated-bombarded,PLANET,"Irradiated and beset by intrastellar bombardment, this planet's surface is a blasted-apart hell-scape of radiation and craters.",,,,
ii_auric,PLANET,"Rich in gold and other heavy metals, this auric planet is visibly warped by its unusual composition.",,,,
ii_atmospherichaze,TERRAIN,"Local clouds of hydrogen, helium, and other trace gases ejected from a nearby gas giant. Causes sensor noise that may aid a fleet hiding within. The (relatively) thick medium will also slow the travel speed of smaller fleets more than larger ones.",,,,
ii_chargednebula_normal,TERRAIN,"A large cloud of ionized gases, dangerously compressed around the local barycenter. Matters are made worse by the dormant Hypergate, whose stabilizing field has malfunctioned in the centuries past the Collapse.",,,,
ii_chargednebula_storm,TERRAIN,This volume of nebula is undergoing a chaotic ion storm. Lingering in an ion storm will lead to disastrous effects inflicted upon a fleet.,,,,
ii_tachyonfield,TERRAIN,"A powerful field of tachyon radiation emanates from the malfunctioning Hypergate, providing an efficient medium for travel. The Imperium claims that the field is probably safe.",,,,
ii_station_babylon_aotd,CUSTOM,"Once the Jewel of Byzantium, this station stands in defiance of the Collapse. A memory of the Domain's lost glory, this Stella Castellum is larger and more powerful than any station should be, by conventional wisdom. By rekindling the lost fire of humanity's industrial might, even a monument to the gods now bends to our cause.",,,,
interstellarimperium,FACTION,"The Interstellar Imperium was once a decentralized vassal-state of the Domain of Man, ruled by a council of Domain-approved local magistrates, each controlling assets within a particular sector of space. After the Collapse, the Persean arm of the Imperium was cut off from the rest, leaving the magistrate alone to consolidate power and crown himself Emperor Colligus I of the Imperium. Unlike most of the powers within the Persean Sector, the Imperium largely managed to maintain its meager holdings, actually growing stronger with time and avoiding annexation by the 14th Expeditionary Fleet.

Today, the Interstellar Imperium is considered to be a significant military and economic power in the Sector. The current Emperor, Victus II, continues his predecessor's policy of AI-driven societal control and optimization. The Hegemony and Luddic Church, both unwilling to accept the Imperium's flagrant use of Alpha-level administration, are in a near-perpetual state of warfare with them. Although these wars involve occasional clashes, a truly decisive victory for the Imperium's enemies is out of reach, for fear of reprisal with the Imperium's planet-killer stockpile.

The Imperium is a true empire, both in trappings and in reality, implementing draconian disciplinary policies, strict birth control, mandatory military service, stern cultural ethics, and pervasive hierarchical structures in society. In most cases, Imperial worlds are overseen partially - or in full - by artificial intelligence, permitting unmatched productivity at the cost of international outrage. Emperor Victus II's rule is uncontested, due in large part to his great success in bolstering the Imperium's base of power in the last few decades. His detractors attribute this recent success to the Emperor's ""Council of Advisors"", claiming that the council is a group of Alpha-puppeted androids. Such naysayers' warnings tend to fall on deaf ears, the powers-that-be tirelessly jamming rebel broadcasts and extraditing dissident individuals.

Of the Imperium's numerous AI governors, three are of particular note. Minerva is the administrator of Byzantum, master of warfare and trade. Vulcan is the administrator of Nova Capitalis, master of manufacturing and infrastructure. Justitia is the administrator of Aleria, master of societal conditioning and correction. These Alpha-level artificial intelligences are so deeply integrated into their respective worlds' infrastructure and society that they have, over more than a century of rule, essentially become de-facto gods for the Imperium. They are spoken of with the fear and respect deserving of deific, near-omniscient entities.",,,,
,,,,,,
ii_boss_wavemotion,WEAPON,"This immense beam weapon is thought to be a prototype late-Domain design, but this theory has yet to be proven. The Wave Motion Cannon has immense striking power, but requires special ammunition to fire.",Strike,,,
ii_boss_apocalypse,WEAPON,"Fires endless waves of slow, swarming LRMs with erratic, unpredictable flight behavior.",,,,
ii_boss_fundae,WEAPON,"Fires endless waves of fast, swarming MRMs that chew through fighters with ease.",,,,
ii_boss_dominus,SHIP,"Most ships are modified beyond the base design spec, specializing in a particular role or just squeezing some extra performance out of a hull. On rare occasion, a ship will undergo radical modifications to become a so-called Mod-ship, bearing unique characteristics and heightened capabilities. These Mod-ships often gain reputations unto their own, becoming coveted prizes for the Sector's elite. The Yamato is a unique specimen, even amongst mod-hulls, consisting of an otherwise ordinary Dominus hull that has been ""improved"" by superimposing an ancient naval design on top of it. That it should even be spaceworthy is a hitherto unexplained mystery. Despite this, the Yamato is a venerable ship that underwent many upgrades and design changes over the cycles, her captain carrying it from victory to victory all the while. The Yamato has a near-legendary reputation in the Persean Sector, spoken of in hurried whispers in spacers' bars.",,,,
ii_boss_titanx,SHIP,"""Captain, I don't know what the Hell we're looking at. That monstrosity resembles a Titan, but it's much larger and seems to bear characteristics of each of the Titan variants. Interim designation: Titan-X. Be careful.""",,,,
ii_boss_modifiedbooster,SHIP_SYSTEM,"Injects travel-drive fuel into the ship's maneuvering thrusters, granting an explosive boost in speed. Works best for lateral movement. Modified to have more crisp, precise control over maneuvering.",Movement,"Greatly boosts speed, acceleration, and maneuverability for a short time. More effective for lateral movement.",,
ii_empburst,SHIP_SYSTEM,"Pedicabo ego vos et irrumabo,
Aureli pathice et cinaede Furi,
qui me ex versiculis meis putastis,
quod sunt molliculi, parum pudicum.",Special,"Pedicabo ego vos et irrumabo,
Aureli pathice et cinaede Furi,
qui me ex versiculis meis putastis,
quod sunt molliculi, parum pudicum.",,
